StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4_1,Q6_1,mTurkCode
2018-05-01 21:08:24,2018-05-01 21:08:28,Survey Preview Spam,,100,3,True,2018-05-01 21:08:29,R_2ZCZqEgjKEAu6cF,,,,,41.801406860352,-87.60050201416,preview,EN,"Black, Woman",,,65575
2018-05-01 21:09:37,2018-05-01 21:09:40,Survey Preview Spam,,100,3,True,2018-05-01 21:09:41,R_2wmBXNQpthMlV9R,,,,,41.801406860352,-87.60050201416,preview,EN,"Not Black, Man",,,49900
2018-05-01 21:10:10,2018-05-01 21:10:16,Survey Preview Spam,,100,5,True,2018-05-01 21:10:16,R_BRJcnI79KUa9eIF,,,,,41.801406860352,-87.60050201416,preview,EN,"Not Black, Man",,,14270
2018-05-01 21:10:19,2018-05-01 21:10:37,Survey Preview,,100,17,True,2018-05-01 21:10:37,R_1mrcyYI9PFTjfei,,,,,41.801406860352,-87.60050201416,preview,EN,"Black, Man",,59,13884
2018-05-01 21:10:58,2018-05-01 21:11:29,Survey Preview,,100,30,True,2018-05-01 21:11:29,R_1pEE09JhZxdkw9k,,,,,41.801406860352,-87.60050201416,preview,EN,"Black, Man",,60,98350
2018-05-01 21:11:55,2018-05-01 21:12:01,Survey Preview Spam,,100,5,True,2018-05-01 21:12:01,R_33avl1td5nCkRcJ,,,,,41.801406860352,-87.60050201416,preview,EN,"Not Black, Man",,,52796
2018-05-01 21:12:03,2018-05-01 21:12:10,Survey Preview,,100,7,True,2018-05-01 21:12:10,R_zeBXnOyrPE5h8hr,,,,,41.801406860352,-87.60050201416,preview,EN,"Black, Man",,39,97921
2018-05-01 21:13:53,2018-05-01 21:14:01,Survey Preview,,100,8,True,2018-05-01 21:14:01,R_31vGTjftRk2Ucvm,,,,,41.801406860352,-87.60050201416,preview,EN,"Black, Man",,43,28462
2018-05-01 21:16:11,2018-05-01 21:16:24,Survey Preview,,100,12,True,2018-05-01 21:16:24,R_20ShAulmNsQrApL,,,,,41.801406860352,-87.60050201416,preview,EN,"Black, Man",56,,75121
2018-05-01 21:18:21,2018-05-01 21:18:27,Survey Preview Spam,,100,6,True,2018-05-01 21:18:28,R_3CPfmCfHa5jsJRm,,,,,41.801406860352,-87.60050201416,preview,EN,"Not Black, Man",,,54085
2018-05-01 21:18:30,2018-05-01 21:18:38,Survey Preview,,100,8,True,2018-05-01 21:18:38,R_1HkFAr90HfqtJzC,,,,,41.801406860352,-87.60050201416,preview,EN,"Black, Man",45,,92041
2018-05-01 21:19:16,2018-05-01 21:19:31,Survey Preview,,100,15,True,2018-05-01 21:19:32,R_3340kMz57OWkjPd,,,,,41.801406860352,-87.60050201416,preview,EN,"Black, Man",66,,37261
2018-05-01 21:20:01,2018-05-01 21:20:16,IP Address,8.37.27.60,100,14,True,2018-05-01 21:20:17,R_2ZBPRpmK9J3ApX2,,,,,41.801406860352,-87.60050201416,anonymous,EN,"Black, Man",39,,62569
2018-05-01 21:20:35,2018-05-01 21:20:45,Survey Preview,,100,10,True,2018-05-01 21:20:46,R_VL3LEvydkUyFEL7,,,,,41.801406860352,-87.60050201416,preview,EN,"Black, Man",,64,92350
2018-05-01 21:27:45,2018-05-01 21:29:15,IP Address,99.116.174.110,100,90,True,2018-05-01 21:29:15,R_1ePlkcjkdnU7nTr,,,,,37.562896728516,-97.228500366211,anonymous,EN,"Black, Man",,55,64811
2018-05-01 21:28:40,2018-05-01 21:29:50,IP Address,71.45.40.170,100,70,True,2018-05-01 21:29:50,R_3a2Mb9Hsx8azuFP,,,,,33.493499755859,-86.80460357666,anonymous,EN,"Black, Man",,60,41057
2018-05-01 21:28:47,2018-05-01 21:29:53,IP Address,71.225.166.32,100,66,True,2018-05-01 21:29:53,R_3IcX4iYEf6TRv4A,,,,,40.332107543945,-75.117897033691,anonymous,EN,"Black, Man",,70,64609
2018-05-01 21:28:59,2018-05-01 21:29:57,IP Address,97.41.1.230,100,57,True,2018-05-01 21:29:57,R_2U3mt1jfJVTm4kw,,,,,37.751007080078,-97.821998596191,anonymous,EN,"Not Black, Man",,,63985
2018-05-01 21:29:48,2018-05-01 21:31:05,IP Address,75.76.226.106,100,77,True,2018-05-01 21:31:05,R_3Po6NTISTRkWYl4,,,,,33.480392456055,-82.094100952148,anonymous,EN,"Black, Man",10,,38608
2018-05-01 21:32:24,2018-05-01 21:33:23,IP Address,70.114.208.92,100,58,True,2018-05-01 21:33:23,R_daOpFrCyT6WW4uZ,,,,,30.296096801758,-97.73690032959,anonymous,EN,"Black, Man",58,,10596
2018-05-01 21:33:12,2018-05-01 21:33:27,IP Address,174.212.2.217,100,15,True,2018-05-01 21:33:27,R_RKyLJywrwYyth3H,,,,,33.932907104492,-117.4907989502,anonymous,EN,"Not Black, Man",,,6951
2018-05-01 21:32:53,2018-05-01 21:33:34,IP Address,70.123.98.195,100,41,True,2018-05-01 21:33:34,R_1gwF7HmMV35USKS,,,,,32.833892822266,-96.771499633789,anonymous,EN,"Black, Man",,20,66747
2018-05-01 21:32:51,2018-05-01 21:33:57,IP Address,180.178.29.224,100,66,True,2018-05-01 21:33:58,R_262zFu3ASZjRbiS,,,,,28.466705322266,77.033294677734,anonymous,EN,"Black, Man",23,,21707
2018-05-01 21:33:14,2018-05-01 21:34:09,IP Address,172.87.4.82,100,55,True,2018-05-01 21:34:10,R_3PZvNCFCz11CaPZ,,,,,47.971801757812,-90.0458984375,anonymous,EN,"Black, Man",,45,373
2018-05-01 21:33:45,2018-05-01 21:34:45,IP Address,189.6.16.98,100,59,True,2018-05-01 21:34:45,R_3jUtDWzBa488ROQ,,,,,-15.783294677734,-47.916702270508,anonymous,EN,"Black, Man",50,,40011
2018-05-01 21:36:03,2018-05-01 21:37:01,IP Address,75.170.8.29,100,58,True,2018-05-01 21:37:01,R_BYx2hpMaJ54hLdD,,,,,44.036407470703,-123.05470275879,anonymous,EN,"Black, Man",20,,68760
2018-05-01 21:35:31,2018-05-01 21:37:11,IP Address,120.29.100.139,100,99,True,2018-05-01 21:37:11,R_1Cp8lW3h3QOugNF,,,,,15.149993896484,120.58331298828,anonymous,EN,"Black, Man",24,,57616
2018-05-01 21:37:24,2018-05-01 21:38:29,IP Address,99.3.104.249,100,64,True,2018-05-01 21:38:29,R_3NQZOgPc6Ftkh8E,,,,,36.935806274414,-119.56340026855,anonymous,EN,"Black, Man",59,,39870
2018-05-01 21:37:09,2018-05-01 21:38:59,IP Address,111.91.20.173,100,110,True,2018-05-01 21:38:59,R_1n9qanHv01s1ZWU,,,,,19.199996948242,72.966705322266,anonymous,EN,"Black, Man",,41,64229
2018-05-01 21:34:51,2018-05-01 21:39:15,IP Address,122.164.35.79,100,263,True,2018-05-01 21:39:16,R_vHv8tjwSbcmI1O1,,,,,13.083297729492,80.283294677734,anonymous,EN,"Black, Man",,10,19554
2018-05-01 21:42:38,2018-05-01 21:44:32,IP Address,152.0.97.21,100,114,True,2018-05-01 21:44:33,R_1pWfb6lz84z48Cd,,,,,18.466705322266,-69.900001525879,anonymous,EN,"Black, Man",,41,70380
2018-05-01 21:44:36,2018-05-01 21:46:22,IP Address,75.15.12.212,100,106,True,2018-05-01 21:46:23,R_3iXxZPdfr4TUilT,,,,,39.083602905273,-86.432098388672,anonymous,EN,"Black, Man",50,,60273
2018-05-01 21:46:42,2018-05-01 21:47:03,IP Address,104.185.97.239,100,21,True,2018-05-01 21:47:04,R_3neoiCTHUxEDn4O,,,,,30.666793823242,-87.184997558594,anonymous,EN,"Black, Man",,66,35549
2018-05-01 21:48:19,2018-05-01 21:48:29,IP Address,150.242.20.137,100,9,True,2018-05-01 21:48:29,R_2VPiL34L1uLgjTw,,,,,8.5068969726562,76.956909179688,anonymous,EN,"Black, Man",50,,29012
2018-05-01 21:47:09,2018-05-01 21:48:50,IP Address,71.199.154.116,100,101,True,2018-05-01 21:48:50,R_eszY0kxzL1FJnbj,,,,,33.770797729492,-84.292999267578,anonymous,EN,"Black, Man",,49,57916
2018-05-01 21:48:53,2018-05-01 21:49:01,IP Address,150.242.20.139,100,8,True,2018-05-01 21:49:02,R_3nJfk1lsTPRN8Uc,,,,,8.5068969726562,76.956909179688,anonymous,EN,"Black, Man",,49,34169
2018-05-01 21:48:54,2018-05-01 21:49:05,IP Address,150.242.20.143,100,10,True,2018-05-01 21:49:05,R_2s6jFN6I0nTlJ0U,,,,,8.5068969726562,76.956909179688,anonymous,EN,"Black, Man",,26,55970
2018-05-01 21:48:59,2018-05-01 21:49:26,IP Address,150.242.20.176,100,26,True,2018-05-01 21:49:26,R_1o7sf35Jx2gNCDA,,,,,8.5068969726562,76.956909179688,anonymous,EN,"Black, Woman",,,31943
2018-05-01 21:49:36,2018-05-01 21:49:45,IP Address,150.242.20.145,100,9,True,2018-05-01 21:49:45,R_3Oqsg49jmgLacBe,,,,,8.5068969726562,76.956909179688,anonymous,EN,"Black, Man",26,,77980
2018-05-01 21:49:47,2018-05-01 21:49:54,IP Address,150.242.20.203,100,7,True,2018-05-01 21:49:54,R_ULKaNO3jAYeiCuR,,,,,8.5068969726562,76.956909179688,anonymous,EN,"Black, Man",,47,69981
2018-05-01 21:49:27,2018-05-01 21:50:02,IP Address,75.120.2.211,100,35,True,2018-05-01 21:50:04,R_29xj3K4oERAv5aV,,,,,33.643600463867,-87.827499389648,anonymous,EN,"Not Black, Man",,,43729
2018-05-01 21:49:53,2018-05-01 21:50:11,IP Address,150.242.20.210,100,18,True,2018-05-01 21:50:11,R_38niVbNzwJBZtQd,,,,,8.5068969726562,76.956909179688,anonymous,EN,"Black, Man",74,,15213
2018-05-01 21:50:32,2018-05-01 21:51:52,IP Address,162.196.64.52,100,80,True,2018-05-01 21:51:53,R_XjIgEWjvQ3nUT73,,,,,35.616500854492,-97.478897094727,anonymous,EN,"Black, Man",78,,27271
2018-05-01 21:51:37,2018-05-01 21:51:56,IP Address,157.51.166.38,100,19,True,2018-05-01 21:51:57,R_24hHpMOHb9WN58k,,,,,13.083297729492,80.283294677734,anonymous,EN,"Black, Man",42,,18727
2018-05-01 21:51:53,2018-05-01 21:52:49,IP Address,59.97.52.92,100,56,True,2018-05-01 21:52:50,R_SHkJTAGfeTHO30l,,,,,10.350006103516,77.950012207031,anonymous,EN,"Black, Man",,83,33296
2018-05-01 21:52:23,2018-05-01 21:53:15,IP Address,98.214.244.195,100,51,True,2018-05-01 21:53:15,R_1I4PhqyokXWy3rC,,,,,39.829605102539,-88.944198608398,anonymous,EN,"Black, Man",60,,53598
2018-05-01 21:54:38,2018-05-01 21:56:21,IP Address,103.93.107.82,100,103,True,2018-05-01 21:56:22,R_2VgpWF0oJZ0xsuZ,,,,,20,77,anonymous,EN,"Black, Man",,55,10041
2018-05-01 21:57:12,2018-05-01 21:57:25,IP Address,150.242.20.147,100,12,True,2018-05-01 21:57:25,R_2YWcSC88XVyxVl1,,,,,8.5068969726562,76.956909179688,anonymous,EN,"Black, Man",,73,26093
2018-05-01 21:55:25,2018-05-01 21:58:07,IP Address,76.176.152.102,100,161,True,2018-05-01 21:58:07,R_3O1CtzesH2TedBO,,,,,32.889694213867,-117.13359832764,anonymous,EN,"Black, Man",5,,41293
2018-05-01 21:47:50,2018-05-01 22:03:27,IP Address,24.230.168.45,100,937,True,2018-05-01 22:03:28,R_SZbWdoe5oaKzNPX,,,,,42.836898803711,-96.983299255371,anonymous,EN,"Black, Man",,43,10507
2018-05-01 22:05:51,2018-05-01 22:06:24,IP Address,117.217.208.43,100,32,True,2018-05-01 22:06:24,R_OoL5BRtp8JSoue5,,,,,8.1938934326172,77.431396484375,anonymous,EN,"Black, Man",86,,36376
2018-05-01 22:11:15,2018-05-01 22:13:16,IP Address,107.77.249.5,100,121,True,2018-05-01 22:13:16,R_2CZD4nh2V2zBpgs,,,,,33.952606201172,-84.549896240234,anonymous,EN,"Black, Man",,60,23500
2018-05-01 22:12:40,2018-05-01 22:13:19,IP Address,173.244.48.134,100,38,True,2018-05-01 22:13:19,R_3dK4dgfsg3p3XNQ,,,,,34.054397583008,-118.2440032959,anonymous,EN,"Black, Man",81,,5143
2018-05-01 22:13:18,2018-05-01 22:15:18,IP Address,76.174.192.221,100,120,True,2018-05-01 22:15:19,R_2fwY6lrnH9be5RL,,,,,34.014404296875,-117.2771987915,anonymous,EN,"Black, Man",,60,2161
2018-05-01 22:17:52,2018-05-01 22:18:30,IP Address,183.82.202.211,100,38,True,2018-05-01 22:18:31,R_2TOj118a4WDb1bA,,,,,17.375305175781,78.474395751953,anonymous,EN,"Not Black, Man",,,30928
2018-05-01 22:18:55,2018-05-01 22:21:07,IP Address,183.82.202.211,100,131,True,2018-05-01 22:21:07,R_1Gv5td2VRaseBj7,,,,,17.375305175781,78.474395751953,anonymous,EN,"Black, Man",,20,65812
2018-05-01 22:22:57,2018-05-01 22:24:24,IP Address,72.210.77.252,100,87,True,2018-05-01 22:24:24,R_2zRXaRUQYTONLmA,,,,,32.581405639648,-83.628601074219,anonymous,EN,"Black, Man",,18,24962
2018-05-01 22:31:53,2018-05-01 22:33:20,IP Address,103.66.79.125,100,87,True,2018-05-01 22:33:21,R_TgXDZj4S0Q2wFgZ,,,,,11.100006103516,77.350006103516,anonymous,EN,"Black, Man",,56,20444
2018-05-01 22:34:13,2018-05-01 22:35:05,IP Address,223.182.193.224,100,52,True,2018-05-01 22:35:06,R_1PTeezLgQ8RH6Pn,,,,,10.992492675781,76.961395263672,anonymous,EN,"Black, Man",54,,64265
2018-05-01 22:38:26,2018-05-01 22:38:30,IP Address,150.242.21.165,100,4,True,2018-05-01 22:38:30,R_2dHoQKYKWZtKadZ,,,,,8.5068969726562,76.956909179688,anonymous,EN,"Not Black, Man",,,86620
2018-05-01 22:39:31,2018-05-01 22:39:43,IP Address,150.242.21.166,100,12,True,2018-05-01 22:39:43,R_1mfIbdrWIPAgCWy,,,,,8.5068969726562,76.956909179688,anonymous,EN,"Black, Man",85,,94264
2018-05-01 22:42:16,2018-05-01 22:43:18,IP Address,24.171.56.101,100,61,True,2018-05-01 22:43:19,R_3fTYcCvCT8wioo0,,,,,38.423095703125,-90.400596618652,anonymous,EN,"Black, Man",31,,91868
2018-05-01 22:43:30,2018-05-01 22:44:59,IP Address,162.95.148.250,100,88,True,2018-05-01 22:44:59,R_QncFFP87Rk46hQR,,,,,39.772399902344,-86.160003662109,anonymous,EN,"Black, Man",,43,43094
2018-05-01 22:45:38,2018-05-01 22:45:50,IP Address,162.95.148.250,100,11,True,2018-05-01 22:45:50,R_2zYicSgyv3W4XDX,,,,,39.772399902344,-86.160003662109,anonymous,EN,"Black, Man",,54,21671
2018-05-01 22:46:30,2018-05-01 22:46:39,IP Address,150.242.20.249,100,8,True,2018-05-01 22:46:39,R_1CsunfADl1htQDJ,,,,,8.5068969726562,76.956909179688,anonymous,EN,"Black, Woman",,,31194
2018-05-01 22:50:52,2018-05-01 22:51:07,IP Address,223.225.196.42,100,14,True,2018-05-01 22:51:07,R_1gC3cKN548NY4S0,,,,,32.216705322266,76.316711425781,anonymous,EN,"Black, Woman",,,98927
2018-05-01 22:56:09,2018-05-01 22:56:30,IP Address,45.121.29.153,100,21,True,2018-05-01 22:56:30,R_3QQU71nmhfKkbHG,,,,,25.766693115234,73.333297729492,anonymous,EN,"Black, Man",,63,13606
2018-05-01 23:03:15,2018-05-01 23:04:19,IP Address,202.134.13.128,100,64,True,2018-05-01 23:04:20,R_1DqVgtN7uECz5XS,,,,,23.723098754883,90.408599853516,anonymous,EN,"Black, Man",,71,67934
2018-05-01 23:03:27,2018-05-01 23:06:04,IP Address,157.50.47.133,100,157,True,2018-05-01 23:06:05,R_3MFJZ2nlLS9n5PT,,,,,13.083297729492,80.283294677734,anonymous,EN,"Black, Man",31,,94621
2018-05-01 23:08:57,2018-05-01 23:09:58,IP Address,117.248.39.141,100,60,True,2018-05-01 23:09:58,R_2zwk48y6Wkk5LG5,,,,,10.949996948242,78.083312988281,anonymous,EN,"Black, Man",31,,1153
2018-05-01 23:12:53,2018-05-01 23:18:54,IP Address,190.36.191.224,100,360,True,2018-05-01 23:18:54,R_3D1oSPy91Ja9uwY,,,,,8,-66,anonymous,EN,"Black, Man",,40,62972
2018-05-01 23:18:24,2018-05-01 23:19:07,IP Address,117.206.140.68,100,42,True,2018-05-01 23:19:07,R_3HGGqn3H18LTWbV,,,,,9.5166931152344,77.63330078125,anonymous,EN,"Black, Man",,51,55047
2018-05-01 23:20:13,2018-05-01 23:20:57,IP Address,50.99.249.102,100,43,True,2018-05-01 23:20:57,R_1FERAADcDJIta1Q,,,,,53.518493652344,-113.65789794922,anonymous,EN,"Black, Man",50,,27078
2018-05-01 23:36:46,2018-05-01 23:37:26,IP Address,103.243.46.203,100,40,True,2018-05-01 23:37:27,R_1j6NdDxB3yOuWUQ,,,,,8.5068969726562,76.956909179688,anonymous,EN,"Black, Man",,85,23127
2018-05-01 23:31:50,2018-05-01 23:37:45,IP Address,110.227.243.198,100,354,True,2018-05-01 23:37:45,R_2SuAESEoSGF81oB,,,,,9.9333038330078,78.11669921875,anonymous,EN,"Black, Man",,20,50418
2018-05-01 23:39:47,2018-05-01 23:40:44,IP Address,103.92.40.167,100,56,True,2018-05-01 23:40:44,R_2EGeBQAkiR51SdO,,,,,28.666702270508,77.216705322266,anonymous,EN,"Black, Man",32,,63710
2018-05-01 23:42:51,2018-05-01 23:43:06,IP Address,157.50.220.37,100,14,True,2018-05-01 23:43:06,R_3EN0Y6hx3mhucya,,,,,13.083297729492,80.283294677734,anonymous,EN,"Black, Woman",,,80449
2018-05-01 23:52:47,2018-05-01 23:53:18,IP Address,45.125.116.138,100,30,True,2018-05-01 23:53:18,R_cZmRF0LaNvOCNlT,,,,,8.8805999755859,76.591705322266,anonymous,EN,"Black, Man",71,,31431
2018-05-01 23:51:34,2018-05-01 23:56:43,IP Address,117.204.18.18,100,309,True,2018-05-01 23:56:44,R_3gOcAwsNTwJJ8Q0,,,,,12.944000244141,77.60791015625,anonymous,EN,"Black, Man",,50,63298
2018-05-01 23:56:40,2018-05-01 23:58:04,IP Address,107.2.226.126,100,84,True,2018-05-01 23:58:05,R_2Pcj6hiLmjeduJZ,,,,,38.914199829102,-104.77490234375,anonymous,EN,"Black, Man",,20,6680
2018-05-01 23:59:43,2018-05-01 23:59:59,IP Address,117.213.32.104,100,15,True,2018-05-01 23:59:59,R_sd4avmmL8zEIVWN,,,,,8.1938934326172,77.431396484375,anonymous,EN,"Black, Man",70,,70162
2018-05-02 00:07:46,2018-05-02 00:07:56,IP Address,157.50.15.233,100,9,True,2018-05-02 00:07:56,R_3oTNmc6XDaCVksr,,,,,10.804992675781,78.685607910156,anonymous,EN,"Not Black, Man",,,61887
2018-05-02 00:13:01,2018-05-02 00:14:48,IP Address,49.206.127.17,100,106,True,2018-05-02 00:14:49,R_2U5hxhPSqLbvcll,,,,,13.083297729492,80.283294677734,anonymous,EN,"Black, Man",,51,52852
2018-05-02 00:15:08,2018-05-02 00:15:25,IP Address,117.213.32.104,100,17,True,2018-05-02 00:15:26,R_3paji1M79XP1GBx,,,,,8.1938934326172,77.431396484375,anonymous,EN,"Black, Man",52,,97408
2018-05-02 00:19:06,2018-05-02 00:19:29,IP Address,157.50.202.49,100,22,True,2018-05-02 00:19:29,R_2f6BQBXtEJrJFQt,,,,,13.083297729492,80.283294677734,anonymous,EN,"Black, Woman",,,93720
2018-05-02 00:17:50,2018-05-02 00:20:39,IP Address,45.251.33.33,100,169,True,2018-05-02 00:20:40,R_2t4OJxpR2vdIhTO,,,,,13.083297729492,80.283294677734,anonymous,EN,"Black, Man",80,,58890
2018-05-02 00:20:12,2018-05-02 00:21:08,IP Address,95.90.216.10,100,55,True,2018-05-02 00:21:08,R_1CK0jksCFjgrvSY,,,,,49.450393676758,11.07780456543,anonymous,EN,"Black, Man",44,,75994
2018-05-02 00:20:25,2018-05-02 00:21:58,IP Address,119.154.173.67,100,93,True,2018-05-02 00:21:59,R_ZIyPYXY9NsxzaBb,,,,,33.695693969727,73.011306762695,anonymous,EN,"Black, Man",,40,32109
2018-05-02 00:30:57,2018-05-02 00:31:14,IP Address,122.174.91.214,100,16,True,2018-05-02 00:31:14,R_UZ12YrRqt3qlmhj,,,,,9.9333038330078,78.11669921875,anonymous,EN,"Black, Man",,84,11538
2018-05-02 00:32:00,2018-05-02 00:33:18,IP Address,24.88.87.54,100,77,True,2018-05-02 00:33:18,R_29b11gByYSJy6GJ,,,,,33.907501220703,-81.230102539062,anonymous,EN,"Black, Man",63,,17861
2018-05-02 00:35:13,2018-05-02 00:35:52,IP Address,103.194.243.71,100,38,True,2018-05-02 00:35:52,R_3ITdpOX67EmGdz3,,,,,11.100006103516,77.350006103516,anonymous,EN,"Black, Man",,65,27380
2018-05-02 00:35:37,2018-05-02 00:37:29,IP Address,146.196.34.79,100,111,True,2018-05-02 00:37:29,R_1Le2Nx1u1wu42ul,,,,,28.666702270508,77.216705322266,anonymous,EN,"Black, Man",50,,79466
2018-05-02 00:37:52,2018-05-02 00:38:36,IP Address,107.172.5.209,100,43,True,2018-05-02 00:38:36,R_2VyGXJ3ODN5qDWc,,,,,42.88639831543,-78.87809753418,anonymous,EN,"Black, Man",,37,3665
2018-05-02 00:42:57,2018-05-02 00:43:48,IP Address,103.93.107.82,100,50,True,2018-05-02 00:43:49,R_3sp3P2bHQJE2Fep,,,,,20,77,anonymous,EN,"Black, Man",78,,7213
2018-05-02 00:45:57,2018-05-02 00:46:27,IP Address,73.158.51.202,100,29,True,2018-05-02 00:46:27,R_eA8nOB3UrLuV35D,,,,,37.342193603516,-121.88330078125,anonymous,EN,"Black, Man",,80,1817
2018-05-02 00:46:25,2018-05-02 00:46:44,IP Address,117.217.208.43,100,19,True,2018-05-02 00:46:45,R_6MDhwZWsNDjfILT,,,,,8.1938934326172,77.431396484375,anonymous,EN,"Black, Man",,77,68719
2018-05-02 00:52:59,2018-05-02 00:53:07,IP Address,117.217.181.252,100,7,True,2018-05-02 00:53:07,R_33f0TMj6VJwd1EO,,,,,11.350006103516,77.733306884766,anonymous,EN,"Black, Woman",,,56775
2018-05-02 00:55:19,2018-05-02 00:56:34,IP Address,172.112.206.174,100,75,True,2018-05-02 00:56:34,R_28IBdp1ZPfiZ2QV,,,,,33.710998535156,-118.043800354,anonymous,EN,"Black, Man",,70,7772
2018-05-02 01:00:13,2018-05-02 01:00:24,IP Address,117.217.208.43,100,11,True,2018-05-02 01:00:25,R_3nDEufgDYa0P1hX,,,,,8.1938934326172,77.431396484375,anonymous,EN,"Black, Man",,73,92233
2018-05-02 01:08:22,2018-05-02 01:08:39,IP Address,117.217.208.43,100,17,True,2018-05-02 01:08:40,R_2Vg3BgJ7Kr00uGZ,,,,,8.1938934326172,77.431396484375,anonymous,EN,"Black, Man",82,,27728
2018-05-02 01:08:52,2018-05-02 01:09:50,IP Address,112.110.94.38,100,58,True,2018-05-02 01:09:51,R_24ODaVPrKUkHK4r,,,,,11.25,75.766693115234,anonymous,EN,"Black, Man",,72,77889
2018-05-02 01:24:55,2018-05-02 01:25:13,IP Address,157.50.101.14,100,17,True,2018-05-02 01:25:14,R_AbQo3WIkNZoc8et,,,,,13.083297729492,80.283294677734,anonymous,EN,"Black, Woman",,,69988
2018-05-02 01:28:02,2018-05-02 01:28:37,IP Address,95.86.25.79,100,35,True,2018-05-02 01:28:38,R_2QG0h0SwokIUuRL,,,,,41.483901977539,22.089202880859,anonymous,EN,"Black, Man",,53,42830
2018-05-02 01:31:03,2018-05-02 01:31:39,IP Address,95.86.29.189,100,35,True,2018-05-02 01:31:39,R_114sCC8RdpqIwGD,,,,,41.483901977539,22.089202880859,anonymous,EN,"Not Black, Woman",,,11814
2018-05-02 01:31:39,2018-05-02 01:33:21,IP Address,94.66.38.33,100,102,True,2018-05-02 01:33:22,R_1BVOw2d8RYlCubs,,,,,37.983306884766,23.733306884766,anonymous,EN,"Black, Man",,52,76186
2018-05-02 01:30:26,2018-05-02 01:33:41,IP Address,196.146.88.162,100,195,True,2018-05-02 01:33:42,R_bvhZ9hNwuPjGs3T,,,,,30.077102661133,31.285903930664,anonymous,EN,"Black, Man",78,,2933
